"COLLECTION_OBJECT_ID","LASTUSER","COLLECTION","LASTDATE","SCIENTIFIC_NAME","STATE_PROV"
908306,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Alaska"
908308,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Alaska"
908310,"MCZBASE","Malacology",14-JAN-22,"Amphissa cymata","California"
908312,"MCZBASE","Malacology",09-FEB-22,"Amphissa cymata","California"
908314,"MCZBASE","Malacology",09-FEB-22,"Amphissa reticulata","California"
908316,"MCZBASE","Malacology",09-FEB-22,"Amphissa reticulata","California"
908318,"MCZBASE","Malacology",09-FEB-22,"Amphissa reticulata","California"
908320,"MCZBASE","Malacology",09-FEB-22,"Amphissa reticulata","California"
908322,"MCZBASE","Malacology",14-JAN-22,"Amphissa reticulata","California"
908324,"MCZBASE","Malacology",09-FEB-22,"Amphissa reticulata","California"
908326,"MCZBASE","Malacology",14-JAN-22,"Amphissa reticulata","California"
908328,"MCZBASE","Malacology",09-FEB-22,"Amphissa reticulata","California"
908330,"MCZBASE","Malacology",14-JAN-22,"Amphissa reticulata","California"
908332,"MCZBASE","Malacology",14-JAN-22,"Amphissa reticulata","Washington"
908334,"MCZBASE","Malacology",14-JAN-22,"Amphissa reticulata","California"
908336,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908338,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908340,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908342,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908344,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908490,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908492,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908494,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
908502,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908504,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908506,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908508,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908510,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908512,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908518,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908520,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908522,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908524,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908526,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908528,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908530,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908532,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908534,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908130,"MCZBASE","Malacology",09-FEB-22,"Amphissa bicolor","California"
908132,"MCZBASE","Malacology",14-JAN-22,"Amphissa bicolor","California"
908134,"MCZBASE","Malacology",14-JAN-22,"Amphissa bicolor","California"
908136,"MCZBASE","Malacology",14-JAN-22,"Amphissa bicolor","California"
908138,"MCZBASE","Malacology",14-JAN-22,"Amphissa bicolor","California"
908140,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","California"
908142,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","California"
908144,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","California"
908146,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","California"
908150,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","California"
908152,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","California"
908674,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908676,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908678,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908680,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908682,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908684,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908686,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908688,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908690,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908692,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908696,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908698,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908700,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","Washington"
908704,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
908712,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908714,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
908716,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
931665,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","California"
931669,"MCZBASE","Malacology",14-JAN-22,"Amphissa reticulata","California"
931671,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
956376,"MOLE","Malacology",09-FEB-22,"Amphinaias couchiana","Texas"
985202,"MCZBASE","Malacology",14-JAN-22,"Amphithalamus vallei","Puerto Rico"
1022900,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Washington"
1025578,"MCZBASE","Malacology",31-MAR-22,"Amphissa bicolor",""
1044789,"MCZBASE","Malacology",09-FEB-22,"Amphissa bicolor","California"
1086024,"MCZBASE","Malacology",02-OCT-22,"Amphissa ducloziana","Florida"
1086028,"MCZBASE","Malacology",02-OCT-22,"Amphissa ducloziana","Florida"
1157266,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
1150540,"MCZBASE","Malacology",09-FEB-22,"Amphorina picta","Maine"
1140765,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Washington"
1169158,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor atropurpurea","California"
1158785,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1170008,"MCZBASE","Malacology",29-AUG-22,"Amphissa columbiana","Washington"
1178440,"MCZBASE","Malacology",09-FEB-22,"Amphissa acutecostata","New Hampshire"
1178442,"MCZBASE","Malacology",09-FEB-22,"Amphissa acutecostata","Massachusetts"
1178444,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
1153242,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1160283,"MCZBASE","Malacology",07-OCT-22,"Amphidesma flavescens","California"
1280140,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1222273,"MCZBASE","Malacology",09-FEB-22,"Amphyssa versicolor","California"
1293420,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Alaska"
1282776,"MCZBASE","Malacology",14-JAN-22,"Amphissa bicolor","California"
1282810,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1277426,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
1277458,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1277524,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1284928,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Oregon"
1335218,"MCZBASE","Malacology",09-FEB-22,"Amphissa corrugata","California"
1360854,"MCZBASE","Malacology",14-JAN-22,"Amphisa versicolor","California"
1360876,"MCZBASE","Malacology",14-JAN-22,"Amphisa versicolor","California"
1361018,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Alaska"
1282312,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1285476,"MCZBASE","Malacology",14-JAN-22,"Amphissa versicolor","California"
1285290,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
1358630,"MCZBASE","Malacology",09-FEB-22,"Amphiasa versicolor","California"
1358690,"MCZBASE","Malacology",14-JAN-22,"Amphisa reticulata","California"
1348216,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Washington"
1360820,"MCZBASE","Malacology",14-JAN-22,"Amphisa versicolor","California"
1360838,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","California"
1358214,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","Oregon"
1358230,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
1358036,"MCZBASE","Malacology",09-FEB-22,"Amphissa bicolor","California"
1360674,"MCZBASE","Malacology",09-FEB-22,"Amphissa corrugata","California"
1360698,"MCZBASE","Malacology",09-FEB-22,"Amphissa corrugata","California"
1330696,"MCZBASE","Malacology",14-JAN-22,"Amphissa columbiana","California"
1381611,"MCZBASE","Malacology",09-FEB-22,"Amphissa corrugata","Washington"
1401469,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","Washington"
1375083,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
1373747,"MCZBASE","Malacology",07-OCT-22,"Amphissa versicolor","California"
1375087,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
1381689,"MCZBASE","Malacology",09-FEB-22,"Amphissa undata","California"
1376093,"MCZBASE","Malacology",09-FEB-22,"Amphisa corrugata","Washington"
1371089,"MCZBASE","Malacology",09-FEB-22,"Amphissa versicolor","California"
1434984,"MCZBASE","Malacology",09-FEB-22,"Amphissa corrugata","California"
1433158,"MCZBASE","Malacology",14-JAN-22,"Amphissa corrugata","Washington"
1356058,"MCZBASE","Malacology",14-JAN-22,"Amphissa undata","California"
1380455,"MCZBASE","Malacology",06-JAN-23,"Amphissa versicolor","California"
1433352,"MCZBASE","Malacology",09-FEB-22,"Amphissa columbiana","Washington"
1398915,"MOLE","Malacology",09-FEB-22,"Amphigyra alabamensis","Alaska"
1430490,"MCZBASE","Malacology",17-NOV-22,"Semele (Amphidesma) rubrolineata","Washington"
2407023,"MCZBASE","Malacology",17-NOV-22,"Amphissa corrugata","California"
2474820,"MCZBASE","Malacology",17-NOV-22,"Amphissa acutecostata","Massachusetts"
2484105,"MCZBASE","Malacology",09-FEB-22,"Amphibulina","Florida"
2511333,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516457,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516465,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516467,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2516471,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2516481,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2516483,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516489,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2516601,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516605,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516609,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516613,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516615,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516617,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516623,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516625,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516747,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516749,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516751,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2516753,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516755,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516757,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516759,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516761,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516767,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516769,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516771,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516773,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516775,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516777,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516779,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516879,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516889,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2516903,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516905,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516909,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516913,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2517064,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516915,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Massachusetts"
2516921,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2516929,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516938,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2516940,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2486833,"MCZBASE","Malacology",09-FEB-22,"Amphissa acutecostata",""
2486835,"MCZBASE","Malacology",09-FEB-22,"Amphissa acutecostata",""
2508543,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2508583,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2508594,"MCZBASE","Malacology",09-FEB-22,"Amphissa acutecostata","Massachusetts"
2508601,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2508603,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2508607,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
2508617,"MCZBASE","Malacology",14-JAN-22,"Amphissa acutecostata","Maine"
2508619,"MCZBASE","Malacology",31-MAR-22,"Amphissa acutecostata",""
4748394,"MCZBASE","Malacology",21-NOV-22,"Amphisa","California"
4748445,"MCZBASE","Malacology",21-NOV-22,"Amphissa","California"
4550092,"MCZBASE","Malacology",21-NOV-22,"Amphissa","Washington"
5192358,"MCZBASE","Malacology",21-NOV-22,"Amphissa","California"
1451496,"MCZBASE","Ichthyology",28-OCT-22,"Amphacanthus",""
1495864,"MCZBASE","Ichthyology",28-OCT-22,"Amphistichus similis","California"
1476733,"MCZBASE","Ichthyology",09-FEB-22,"Amphistichus argenteus","California"
1476737,"MCZBASE","Ichthyology",28-OCT-22,"Amphistichus argenteus","California"
1515136,"MCZBASE","Ichthyology",28-OCT-22,"Amphistichus argenteus","California"
1503270,"MCZBASE","Ichthyology",09-FEB-22,"Amphistichus argenteus","California"
1545010,"NOAGENT","Ichthyology",06-DEC-21,"Amphistichus argenteus","California"
1595320,"MCZBASE","Ichthyology",28-OCT-22,"Amphistichus rhodoterus","Washington"
1769111,"MCZBASE","Ichthyology",13-JAN-22,"Amphistichus koelzi","Washington"
1769137,"MCZBASE","Ichthyology",13-JAN-22,"Amphistichus argenteus","California"
1767017,"MCZBASE","Ichthyology",09-FEB-22,"Amphistichus argenteus","California"
1928867,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928868,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928869,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928870,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928871,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928872,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928873,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928874,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928875,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928876,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928877,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928878,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928879,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928880,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928881,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928882,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928883,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928884,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928885,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928886,"MCZBASE","Ornithology",11-JAN-23,"Amphispiza belli","California"
1928887,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928888,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928889,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928890,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928891,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928892,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928893,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928894,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928895,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928896,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928897,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928898,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928899,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928900,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928901,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928902,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928903,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928904,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928905,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928906,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928907,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928908,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928909,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928910,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928911,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928912,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928913,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928914,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928915,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928916,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928917,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928918,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928919,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928920,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928921,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928922,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928923,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928924,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928925,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928926,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928927,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928928,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928929,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928930,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928931,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928932,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928933,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928934,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928935,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928936,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928937,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928938,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928939,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928940,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928941,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928942,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928943,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928944,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928945,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928946,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928947,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928948,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928949,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928950,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928951,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928952,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928953,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928954,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928955,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928956,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928957,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928958,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928959,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928960,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928961,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928962,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928963,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928964,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928965,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928966,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928967,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928968,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928969,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928970,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928971,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928972,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928973,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928974,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928975,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928976,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928977,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928978,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928979,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928980,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928981,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928982,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928983,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928984,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928985,"MCZBASE","Ornithology",28-OCT-22,"Amphispiza belli","California"
1928986,"MCZBASE","Ornithology",15-AUG-22,"Amphispiza belli","California"
1928987,"MCZBASE","Ornithology",15-AUG-22,"Amphispiza belli","California"
1928988,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928989,"MCZBASE","Ornithology",15-AUG-22,"Amphispiza belli","California"
1928990,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
1928991,"MCZBASE","Ornithology",13-JAN-22,"Amphispiza belli","California"
287730,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287732,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287734,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287736,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287738,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287740,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287742,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287744,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
287746,"NOAGENT","Herpetology",06-DEC-21,"Amphisbaena xera","Puerto Rico"
30964,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30966,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30968,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30970,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30972,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30974,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30976,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30978,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30980,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30982,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30984,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30986,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30988,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30990,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
30992,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Louisiana"
25177,"MCZBASE","Herpetology",09-FEB-22,"Amphiuma tridactylum","Alabama"
12304,"MOLE","Herpetology",09-FEB-22,"Amphiuma pholeter","Florida"
