"COLLECTION_OBJECT_ID","LASTUSER","COLLECTION","LASTDATE","SCIENTIFIC_NAME","STATE_PROV"
3070439,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
3046559,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Ampharete arctica",""
4470077,"MCZBASE","Invertebrate Zoology",14-FEB-22,"Amphipoda","Massachusetts"
4057066,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilimna olivacea","Florida"
3904999,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphioplus euryaspis","Alaska"
3021772,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Massachusetts"
3025997,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Ampharete arctica","Massachusetts"
2977583,"MCZBASE","Invertebrate Zoology",24-MAR-22,"Amphipoda","Idaho"
2977585,"MCZBASE","Invertebrate Zoology",24-MAR-22,"Amphipoda","Montana"
2977587,"MCZBASE","Invertebrate Zoology",06-JAN-23,"Amphipoda","California"
2977589,"MCZBASE","Invertebrate Zoology",06-JUL-23,"Amphipoda","North Carolina"
2977591,"MCZBASE","Invertebrate Zoology",14-NOV-22,"Amphipoda","Hawaii"
2977595,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2982318,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Massachusetts"
2982184,"MCZBASE","Invertebrate Zoology",26-SEP-22,"Amphipoda","Alaska"
2982504,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda",""
2982506,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda",""
2982508,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Massachusetts"
2982510,"MCZBASE","Invertebrate Zoology",04-AUG-22,"Amphipoda","Massachusetts"
2982512,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
2982514,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Indiana"
2982516,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Maine"
2982518,"MCZBASE","Invertebrate Zoology",24-MAR-22,"Amphipoda","Mississippi"
2982520,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Wisconsin"
3083760,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
3029615,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphiascus phyllopus","New York"
3020627,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphiascus similis","New York"
3024897,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","New York"
3037635,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphicteis",""
2985195,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Ampharetidae","Florida"
2985199,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Ampharetidae","Florida"
3014846,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphitrite ornata","Massachusetts"
3020352,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphitrite cirrata","Massachusetts"
3020356,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite cirrata","Maine"
3020358,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite cirrata","Massachusetts"
3020390,"MCZBASE","Invertebrate Zoology",15-JUN-22,"Amphitrite ornata","New York"
2981188,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2981190,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2989467,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite ornata","Massachusetts"
3019775,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphitrite johnstoni","Maine"
2999753,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite ornata","Massachusetts"
3000422,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Ampharetidae","Florida"
2981640,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2981644,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2981650,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite ornata","Maine"
2981654,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2989805,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite ornata","Massachusetts"
2984789,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Ampharetidae",""
2984797,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Ampharete arctica",""
3014734,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite cirrata","Massachusetts"
2995601,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Ampharete arctica",""
2995605,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Ampharete acutifrons","Massachusetts"
2977917,"MCZBASE","Invertebrate Zoology",18-MAR-22,"Amphipoda","Rhode Island"
2977919,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Massachusetts"
2977921,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda",""
2977923,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Massachusetts"
2977925,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda",""
2982696,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2982698,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Rhode Island"
2982794,"MCZBASE","Invertebrate Zoology",18-MAR-22,"Amphipoda","Rhode Island"
2982796,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Massachusetts"
2982800,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2982802,"MCZBASE","Invertebrate Zoology",09-DEC-22,"Amphipoda","Maine"
2982804,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
2983266,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Massachusetts"
2983268,"MCZBASE","Invertebrate Zoology",23-MAY-22,"Amphipoda","Massachusetts"
2983270,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2983272,"MCZBASE","Invertebrate Zoology",23-MAY-22,"Amphipoda","Massachusetts"
2983274,"MCZBASE","Invertebrate Zoology",07-OCT-22,"Amphipoda","Massachusetts"
2987584,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphiporeia virginiana","Maine"
2989341,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite ornata","Massachusetts"
2977677,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Hawaii"
2977681,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2977683,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Maine"
2977695,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda","Florida"
2977697,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphipoda",""
2983644,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphiporus angulatus","Alaska"
2983646,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphiporus angulatus","Alaska"
3002221,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Ampharete arctica","Maine"
2983997,"MCZBASE","Invertebrate Zoology",07-OCT-22,"Amphiporus bimaculatus","California"
2984103,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphiporus cruentatus","California"
2984105,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphiporus formidabilis","Alaska"
2984107,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiporus greenmani","New Jersey"
2984109,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiporus glutinosus","Massachusetts"
2984119,"MOLE","Invertebrate Zoology",09-FEB-22,"Amphiporus flavescens","California"
2984483,"MCZBASE","Invertebrate Zoology",13-JAN-22,"Amphitrite ornata","Massachusetts"
5514455,"MCZBASE","Invertebrate Zoology",05-OCT-22,"Amphipoda","Northern Mariana Islands and Guam"
3505243,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis patens","Alaska"
3428459,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiporus formidabilis","Washington"
3432844,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiporus","Maine"
3425611,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiporus","Massachusetts"
3537590,"MCZBASE","Invertebrate Zoology",14-OCT-22,"Amphiodia periercta","Washington"
3515188,"MCZBASE","Invertebrate Zoology",06-JAN-23,"Amphiodia californiensis","California"
3515190,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiodia psara","California"
3537912,"MCZBASE","Invertebrate Zoology",06-JUL-23,"Amphipoda",""
3537916,"MCZBASE","Invertebrate Zoology",06-JUL-23,"Amphipoda",""
3537920,"MCZBASE","Invertebrate Zoology",06-JUL-23,"Amphipoda",""
3537924,"MCZBASE","Invertebrate Zoology",06-JUL-23,"Amphipoda",""
3537928,"MCZBASE","Invertebrate Zoology",06-JUL-23,"Amphipoda",""
3906385,"MCZBASE","Invertebrate Zoology",21-OCT-22,"Amphioplus coniortodes","Florida"
3898932,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiophiura metabula","Florida"
3903126,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiodia (Amphispina) urtica","California"
3903128,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiodia (Amphispina) urtica","California"
3903130,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiodia (Amphispina) urtica","California"
3904867,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis patens","Alaska"
3904808,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura palmeri","Florida"
3904810,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura palmeri","Florida"
3904812,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura palmeri","Florida"
3906851,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphioplus thrombodes","Florida"
3906853,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphioplus thrombodes","Florida"
3905046,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiodia psara","California"
3906855,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphioplus thrombodes","Florida"
3906191,"MOLE","Invertebrate Zoology",09-FEB-22,"Amphioplus (Amphioplus) strongyloplax","Washington"
3916303,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiophiura bullata",""
3947152,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura carchara","Alaska"
3947471,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphioplus cuneatus","Florida"
3947433,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphioplus cuneatus","Florida"
4079048,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura semiermis","Florida"
4266453,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4018035,"MCZBASE","Invertebrate Zoology",04-OCT-22,"Amphiura (Amphiura) grandisquama","Florida"
4268937,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Ampharetidae","California"
4145390,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4079066,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura tumida",""
4034624,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura lunaris","Florida"
4034626,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura lunaris","Florida"
4079070,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura tumida",""
4266553,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4147329,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiactis duplicata","Florida"
4147331,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura semiermis","Florida"
4147333,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura semiermis","Florida"
4147373,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura otteri","Florida"
4181373,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphioplus (Amphioplus) macilentus",""
4181389,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphipholis pugetana","Alaska"
4181393,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiophiura ponderosa","Alaska"
4181405,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiophiura ponderosa","Alaska"
4188826,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis norvegica",""
4254097,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphinomidae","California"
4174286,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphipholis squamata","Maine"
4180616,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiodia (Amphispina) urtica","California"
4269115,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4269143,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4269146,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4236265,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4336090,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphipholis pugetana","California"
4268155,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4268158,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4329277,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphipholis pugetana","Alaska"
4258029,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4258037,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4251214,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4260363,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4269309,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiblestrum patulum","California"
4266753,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4265864,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipoda","California"
4326740,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphipholis pugetana","California"
4329263,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphipholis pugetana","California"
4382809,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4382813,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4382815,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4382817,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4441010,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4361890,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphiura (Amphiura) constricta","California"
4389504,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4443567,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4456834,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4470039,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4470093,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4470097,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4470101,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4385299,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4468798,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphipoda","Massachusetts"
4545546,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","Washington"
4548422,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","Washington"
4748712,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4749262,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
4796813,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Ampharetidae","California"
5139693,"MOLE","Invertebrate Zoology",09-FEB-22,"Amphitrite cirrata","Maine"
4788272,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","Hawaii"
5149454,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5149524,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5192222,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5192242,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5192258,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5192272,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5192280,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5192300,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphisamytha galapagensis","California"
5192308,"MCZBASE","Invertebrate Zoology",21-NOV-22,"Amphipoda","California"
5230648,"MCZBASE","Invertebrate Zoology",09-FEB-22,"Amphiblestrum patulum","California"
5454870,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura arcystata","California"
5454872,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiodia (Amphispina) urtica","California"
5515850,"MCZBASE","Invertebrate Zoology",20-DEC-22,"Amphipoda","Northern Mariana Islands and Guam"
5460808,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura otteri",""
5460810,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis norvegica",""
5460836,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis ingolfiana",""
5460842,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis ingolfiana",""
5460912,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura otteri",""
5460910,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphipholis pentacantha",""
5460914,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura otteri",""
5460976,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis norvegica",""
5479412,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura grandisquama",""
5479418,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphiophiura fasciculata",""
5479426,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiophiura coronata",""
5479432,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphiophiura fasciculata",""
5479440,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura grandisquama",""
5479538,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphiura otteri",""
5479542,"MCZBASE","Invertebrate Zoology",03-MAY-22,"Amphiophiura bullata",""
5479544,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis ingolfiana",""
5479551,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilepis ingolfiana",""
5495691,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphioplus macilentus",""
5495695,"MCZBASE","Invertebrate Zoology",16-JUL-23,"Amphilimna olivacea","South Carolina"
5495697,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphioplus macilentus",""
5495699,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphioplus macilentus",""
5515613,"MCZBASE","Invertebrate Zoology",06-OCT-22,"Amphipoda","Northern Mariana Islands and Guam"
5515825,"MCZBASE","Invertebrate Zoology",06-OCT-22,"Amphipoda","Northern Mariana Islands and Guam"
5515827,"MCZBASE","Invertebrate Zoology",06-OCT-22,"Amphipoda","Northern Mariana Islands and Guam"
5495614,"MCZBASE","Invertebrate Zoology",06-JAN-23,"Amphilimna pentacantha","California"
5495633,"MCZBASE","Invertebrate Zoology",28-OCT-22,"Amphiodia periercta","California"
5485273,"MCZBASE","Invertebrate Zoology",15-JUN-22,"Amphipholis",""
5516330,"MCZBASE","Invertebrate Zoology",06-OCT-22,"Amphipoda","Northern Mariana Islands and Guam"
5516332,"MCZBASE","Invertebrate Zoology",06-OCT-22,"Amphipoda","Northern Mariana Islands and Guam"
3254806,"MCZBASE","Entomology",05-JUL-22,"Amphicerus sublaevis","Colorado"
3424210,"MCZBASE","Entomology",09-JUN-22,"Amphientomum hageni","Maine"
3259577,"MCZBASE","Entomology",05-JUL-22,"Amphicyrta inhaesa","Colorado"
3769403,"MCZBASE","Entomology",09-FEB-22,"Amphimallon majale","Massachusetts"
3769405,"MCZBASE","Entomology",09-FEB-22,"Amphimallon majale","Massachusetts"
3784050,"MCZBASE","Entomology",15-NOV-22,"Amphipyra pyramidoides","Vermont"
3784468,"MCZBASE","Entomology",15-NOV-22,"Amphipoea velata","Vermont"
3785756,"MCZBASE","Entomology",15-NOV-22,"Amphipoea velata","Vermont"
3785761,"MCZBASE","Entomology",15-NOV-22,"Amphipoea velata","Vermont"
3785759,"MCZBASE","Entomology",15-NOV-22,"Amphipoea velata","Vermont"
3786435,"MCZBASE","Entomology",15-NOV-22,"Amphipoea interoceanica","Vermont"
3786483,"MCZBASE","Entomology",15-NOV-22,"Amphipoea americana","Vermont"
3786485,"MCZBASE","Entomology",15-NOV-22,"Amphipoea americana","Vermont"
3786487,"MCZBASE","Entomology",15-NOV-22,"Amphipoea americana","Vermont"
3786024,"MCZBASE","Entomology",15-NOV-22,"Amphipyra pyramidoides","Vermont"
3786026,"MCZBASE","Entomology",15-NOV-22,"Amphipyra pyramidoides","Vermont"
3786028,"MCZBASE","Entomology",15-NOV-22,"Amphipyra pyramidoides","Vermont"
3779648,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779650,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779652,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779654,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779656,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779658,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779660,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779662,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3779664,"MCZBASE","Entomology",09-FEB-22,"Amphasia sericea","Massachusetts"
3813979,"MCZBASE","Entomology",26-OCT-22,"Amphipoea americana","Utah"
3847287,"MOLE","Entomology",09-FEB-22,"Amphizoa insolens","California"
3847289,"MOLE","Entomology",09-FEB-22,"Amphizoa insolens","California"
3855414,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Massachusetts"
3855108,"MCZBASE","Entomology",26-OCT-22,"Amphipyra pyramidoides","Massachusetts"
3870838,"MCZBASE","Entomology",23-MAY-22,"Amphichroum floribundum","California"
3870840,"MOLE","Entomology",09-FEB-22,"Amphichroum laevicolle","Pennsylvania"
3874325,"MCZBASE","Entomology",18-NOV-22,"Amphicyllis picipennis","New York"
3885250,"MOLE","Entomology",09-FEB-22,"Amphotis ulkei","District of Columbia"
3885256,"MOLE","Entomology",09-FEB-22,"Amphicrossus mixtus","Arizona"
3905422,"MOLE","Entomology",09-FEB-22,"Amphicerus fortis","Arizona"
3905424,"NOAGENT","Entomology",11-FEB-22,"Amphicerus teres","California"
3905426,"NOAGENT","Entomology",11-FEB-22,"Amphicerus teres","California"
4033916,"NOAGENT","Entomology",11-FEB-22,"Amphidora tenebrosa","California"
4033918,"MOLE","Entomology",09-FEB-22,"Amphidora caudata","Arizona"
4033688,"NOAGENT","Entomology",11-FEB-22,"Amphidora tenebrosa","California"
4032822,"MCZBASE","Entomology",02-SEP-22,"Amphidora nigropilosa","California"
4033130,"MOLE","Entomology",09-FEB-22,"Amphidora caudata","Arizona"
4140180,"MCZBASE","Entomology",11-APR-22,"Amphemerus cylindricollis","California"
4258743,"MOLE","Entomology",09-FEB-22,"Amphicnephes pullus","North Carolina/South Carolina"
4258745,"MOLE","Entomology",09-FEB-22,"Amphicnephes pullus","Connecticut"
4258747,"MOLE","Entomology",09-FEB-22,"Amphicnephes pullus","Washington"
4334719,"NOAGENT","Entomology",11-FEB-22,"Amphibolips quercus racemaria","Florida"
4334721,"NOAGENT","Entomology",11-FEB-22,"Amphibolips quercus racemaria","Florida"
4333598,"MOLE","Entomology",09-FEB-22,"Amphibolips melanocera","Florida"
4684834,"MOLE","Entomology",09-FEB-22,"Amphipsocus connexus","Maryland"
4803589,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Massachusetts"
5165502,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Massachusetts"
5165504,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Rhode Island"
5165506,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Massachusetts"
5165508,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Massachusetts"
5165510,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Rhode Island"
5166507,"MCZBASE","Entomology",26-OCT-22,"Amphion floridensis","Massachusetts"
